Unnamed: 0,Timestamp,Paper ID (from shared sheet),Paper Title,Paper Year,Paper Available,Paper in English,Does the paper have at least 1 current OpenML Core Member as co-author?,"If yes, which Core Members?",Does the paper use datasets from OpenML?,"If unclear, one sentence explanation?","Does the paper use a collection (at least 2 or more) of datasets that are defined by OpenML designated to do benchmarking (e.g., openml benchmarking suites)?","If yes, which benchmark suites?","Does the paper use OpenML experiment data (i.e., utilise results from runs)? ","if yes: short (e.g., 1 sentence) explanation: how does it use this data?",Does the paper upload datasets to OpenML?,"If yes, which dataset?",Does the paper upload experiment data to OpenML?,"if yes: short (e.g., 1 sentence) explanation: what type of experiments?",Does the paper interact in any other way with OpenML?,"if yes: short (e.g., 1 sentence) explanation how?",Star it as some cool project to be showcased in our paper?,"If yes, please motivate your answer",Optional short description,"Is the paper a thesis (Bachelor's, Master's, or PhD)?"
1017,,75,Randomization as regularization: A degrees of freedom explanation for random forest success,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1018,,1241,Component-wise boosting of targets for multi-output prediction,2019.0,Yes,Yes,Yes,"Bischl, Casalicchio",Yes,,No,,No,,No,,No,,No,,No,,,No
1019,,453,Neural Network Hyperparameter Optimization with Sparse Grids,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1020,,1194,Why In-Context Learning Transformers are Tabular Data Classifiers,2025.0,Yes,Yes,No,,Yes,,Yes,"Grinsztajn, TabZilla",No,,No,,No,,No,,No,,arXiv v2,No
1021,,553,Towards Tabular Foundation Models,2024.0,Yes,Yes,No,,Yes,,Yes,"CTR, OpenML Training???",No,,No,,No,,No,,No,,,No
1022,,1157,Cyber Security Requirements for Platforms Enhancing AI Reproducibility,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,arXiv v1,No
1023,,1383,Using complexity measures to determine the structure of directed acyclic graphs in multiclass classification,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1024,,707,Uso de meta-aprendizado para avaliar a tunagem para o algoritmo Máquina de vetores de suporte,2022.0,Yes,No,No,,Unclear,Portugese,Unclear,,Unclear,,Unclear,,Unclear,,Unclear,,No,,,Yes
1025,,1311,Faster DBSCAN via subsampled similarity queries,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1026,,459,Hyperparameters and tuning strategies for random forest,2018.0,Yes,Yes,No,,Yes,,Yes,OpenML-100,No,,No,,No,,No,,No,,,No
1027,,407,A decision support framework for automl systems: A meta-learning approach,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1028,,769,Correcting classifiers for sample selection bias in two‐phase case‐control studies,2017.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1029,,208,Informative Hyper-parameter Optimization and Selection,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1030,,1207,Weighted Pairwise Difference Learning,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1031,,1335,Engineering fair machine learning pipelines,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
1032,,1047,Data-driven advice for applying machine learning to bioinformatics problems,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
1033,,194,Automating String Encoding in AutoML,2023.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,No,,,Yes
1034,,217,Estimating the Replication Probability of Significant Classification Benchmark Experiments,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
1035,,628,Some Statistical and Data Challenges When Building Early-Stage Digital Experimentation and Measurement Capabilities,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,arXiv v1,Yes
1036,,316,Map-elites with cosine-similarity for evolutionary ensemble learning,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,The paper states that it operates on PMLB and claims that this is a subset of OpenML. I think this statement is factually wrong.,No
1037,,549,L'Apprentissage artificiel au service du profilage des données,2022.0,Yes,No,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1038,,284,Random forest kernel for high-dimension low sample size classification,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1039,,445,Handling Missing Data with Markov Boundary,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1040,,968,Learnable Numerical Input Normalization for Tabular Representation Learning based on B-splines,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1041,,1422,Data-Centric AI: Tabular Data Synthesis with Deep Generative Models,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1042,,944,Cooperative vs Individual Learning in a Constrained Environment,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1043,,221,A Variational Bayesian Approach for Combining Weak Learners into a Strong Learner in Regression Problems,2022.0,Yes,Yes,No,,Yes,,Yes,AutoML Benchmark Regression (id 269),No,,No,,No,,No,,No,,,Yes
1044,,1228,Pedagogical Rule Extraction to Learn Interpretable Models-an Empirical Study,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,arXiv v2,No
1045,,212,Interpretable Mesomorphic Networks for Tabular Data,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1046,,1282,FedTLBOHB: Efficient Hyperband with Transfer Learning for Vertical Federated Learning,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1047,,12,Subtab: Subsetting features of tabular data for self-supervised representation learning,2021.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,No,,,No
1048,,995,Diversity forests: Using split sampling to allow for complex split procedures in random forest,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1049,,320,Novel semi-supervised algorithms based on extreme learning machine for unbalanced data streams with concept drift,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1050,,1235,Efficient approximation of asymmetric shapley values using functional decomposition,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1051,,946,Joint Probability Trees,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,arXiv v1,No
1052,,1361,Practical and sample efficient zero-shot hpo,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,arXiv v1,No
1053,,361,Heterogenní kernel,2019.0,Yes,Yes,No,,Yes,,No,,Yes,To compare self designed kernel models with previous (best) runs,No,,No,,No,,No,,Bachelor's Thesis,Yes
1054,,560,Macfe: A meta-learning and causality based feature engineering framework,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1055,,1515,Can semi-supervised learning use all the data effectively? A lower bound perspective,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1056,,982,Proposal for the 1<sup>st</sup> Interdisciplinary Workshop on Algorithm Selection and Meta-Learning in Information Retrieval (AMIR),2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,OpenML just side note,No
1057,,199,The joint-effect of imbalanced and missing data: a challenging task in data analysis,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1058,,1182,Analysis and Modification of Mutual Information-Based Feature Selection Methods Regarding Data Imbalance and Incompleteness,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,Yes
1059,,1701,A novel self-directed learning framework for cluster ensemble,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1060,,783,Comparativa del consumo energético de algoritmos de aprendizaje automático,2024.0,Yes,No,No,,Yes,,No,,No,,No,,No,,No,,No,,"In Spanish, sections that refer to OpenML translated with ChatGPT",Yes
1061,,1582,Reduced dilation-erosion perceptron for binary classification,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1062,,1310,Learning Dependence Representations with CNNs,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1063,,269,Deep learning for churn prediction,2022.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,No,,Thesis,Yes
1064,,1087,"Bag of Tricks for Multimodal AutoML with Image, Text, and Tabular Data",2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
1065,,154,Ensemble Clustering based on Meta-Learning and Hyperparameter Optimization,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1066,,402,Benchmarking Auto-WEKA on a Commodity Machine.,2018.0,Yes,Yes,No,,Yes,,Yes,OpenML100,No,,No,,No,,No,,No,,,No
1067,,661,Training and Cross-Validating Machine Learning Pipelines with Limited Memory,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1068,,492,Speeding up algorithm selection using average ranking and active testing by introducing runtime,2018.0,Yes,Yes,Yes,"van Rijn, Vanschoren",No,,No,,Yes,,No,,No,,No,,No,,,No
1069,,1688,Toward automated machine learning in vibrational spectroscopy: Use and settings of genetic algorithms for pre-processing and regression optimization,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1070,,1290,Integration of evolutionary automated machine learning with structural sensitivity analysis for composite pipelines,2024.0,Yes,Yes,No,,Yes,,Unclear,Maybe AutoML Benchmark,No?,,No,,No,,No,,No,,,No
1071,,1332,Where are we now? A large benchmark study of recent symbolic regression methods,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,No
1072,,1547,Adaptable: Test-time adaptation for tabular data via shift-aware uncertainty calibrator and label distribution handler,2024.0,Yes,Yes,No,,Yes,,Yes,CC18,No,,No,,No,,No,,No,,,No
1073,,851,Deep learning for electrophysiological investigation and estimation of anesthetic-induced unconsciousness,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"Thesis, just mentions OpenML as a side note",Yes
1074,,1520,"Dehb: Evolutionary hyperband for scalable, robust and efficient hyperparameter optimization",2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,combines OpenML datasets with a surrogate benchmark,No
1075,,376,Towards a low-code solution for monitoring machine learning model performance,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,Just mentions OpenML as a side note,No
1076,,182,Confident Learning for Machines and Humans,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"Thesis, OpenML benchmark as future work",Yes
1077,,491,Exchangeable Dataset Amortization for Bayesian Posterior Inference,2024.0,Yes,Yes,No,,Yes,,Yes,"CTR23, CC18",No,,No,,No,,No,,No,,,No
1078,,327,Pitfalls in quantification assessment,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1079,,1466,AutoML in heavily constrained applications,2023.0,Yes,Yes,No,,Yes,,Yes,AutoML classification small (2019),No,,No,,No,,No,,No,,,No
1080,,1716,Supplementary material Learning search spaces for Bayesian optimization: Another view of hyperparameter transfer learning,2019.0,Yes,Yes,No,,No,,No,,Yes,,No,,No,,No,,No,,This is only the supplementary material,No
1081,,152,Recent advances in formal explainability,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,Thesis,Yes
1082,,1136,An Extensive Checklist for Building AutoML Systems.,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,OpenML is recommended as a meta-database for meta learning,No
1083,,1099,ROPAC: Rule OPtimized Aggregation Classifier,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1084,,1401,MetaLIRS: Meta-learning for Imputation and Regression Selection,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1085,,135,Sampling uncertainty versus method uncertainty: A general framework with applications to omics biomarker selection,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,No
1086,,268,Single-shot Hyper-parameter Optimization for Federated Learning: A General Algorithm &amp; Analysis,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,arXiv v1,No
1087,,304,Aslib: A benchmark library for algorithm selection,2016.0,Yes,Yes,Yes,"Bischl, Vanschoren",No,,No,,No,,No,,No,,No,,No,,ASlib allows cross-domain evaluation of AL techniques (not possible on OpenML),No
1088,,942,A User‐based Visual Analytics Workflow for Exploratory Model Analysis,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1089,,1058,Effective parallelisation for machine learning,2017.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference submission,
1090,,237,Random Forests and Regularization,2022.0,Yes,Yes,,,Yes,,No,,No,,No,,No,,No,,No,,"dissertation, uses 4 datasets",Yes
1091,,954,"Ballet: A lightweight framework for open-source, collaborative feature engineering",2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"workshop submission, mentioning OpenML",
1092,,185,Advancing Deep Active Learning &amp; Data Subset Selection: Unifying Principles with Information-Theory Intuitions,2023.0,Yes,Yes,No,,Yes,,Yes,"sgemm (SGEMM GPU kernel performance); wec_sydney (Wave Energy Converters); ct_slices (Relative location of CT slices on axial axis); kegg_undir (KEGG Metabolic Reaction Network - Undirected); online_video (Online Video Characteristics and Transcoding Time); query (Query Analytics Workloads); poker (Poker Hand); road (3D Road Network - North Jutland, Denmark); mlr_knn_rng; fried; diamonds; methane; stock (BNG stock); protein (physicochemical-protein); sarcos (SARCOS data).",No,,No,,No,,No,,No,,"dissertation, uses 6 datasets",Yes
1093,,801,Uniform versus uncertainty sampling: When being active is less efficient than staying passive,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,workshop submission,
1094,,1601,Generating Neural Archetypes to Instruct Fast and Interpretable Decisions,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1095,,1255,Fairprep: Promoting data to a first-class citizen in studies on fairness-enhancing interventions,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"arxiv, mentions OpenML",
1096,,302,Information-Theoretic Tools for Machine Learning Beyond Accuracy,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"dissertation, uses 40 datasets",Yes
1097,,656,A Human-in-the-Loop Fairness-Aware Model Selection Framework for Complex Fairness Objective Landscapes,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1098,,1070,Automated Machine Learning,2024.0,Yes,Yes,Yes,BB,No,,No,,No,,No,,No,,No,,No,,,
1099,,137,Towards information profiling: data lake content metadata management,2016.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1100,,281,"<span class=""gs_ctu""><span class=""gs_ct1"">[ZITATION]</span><span class=""gs_ct2"">[C]</span></span> <span id=""CAnqV_paNBcJ"">Towards an Ideal Methodological Data Repository: Lessons and Recommendations</span>",,No,,,,,,,,,,,,,,,,,,,
1101,,1596,Sharpness-aware minimization for evolutionary feature construction in regression,2015.0,Yes,Yes,No,,Yes,,Yes,Penn Machine Learning Benchmark (PMLB),No,,No,,No,,No,,No,,,
1102,,813,Automating and optimizing data-centric what-if analyses on native machine learning pipelines,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"The relational data resulting from these preprocessing operations is featurized with six different featurization pipeline pieces feat1-feat5 and feat-image, which are inspired by featurizations from the OpenML [53], DSPipes [11], arguseyes [45] and keras [13] projects.",
1103,,548,Machine Representation of Data Analyses: Towards a Platform for Collaborative Data Science,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1104,,1118,System for Support of Biomedical Data Analysis,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,integrates openML datasets into the workflow of the software proposed for experiments in biology and biochemistry,No,,master thesis,Yes
1105,,173,Can't see the forest for the trees: Analyzing groves to explain random forests,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1106,,1571,MNISQ: A Large-Scale Quantum Circuit Dataset for Machine Learning on/for Quantum Computers in the NISQ era,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 3 datasets,
1107,,204,INFORMACIJSKA DRUZBA,2022.0,Yes,No,No,,No,,No,,No,,No,,No,,No,,No,,"conference paper, mentions OpenML",
1108,,786,Automating the Fact-Checking Task: Challenges and Directions,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,"uses the API, shows how the metadata is imported, exported",No,,doctoral thesis,Yes
1109,,114,AssistML: a concept to recommend ML solutions for predictive use cases,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 2 datasets",
1110,,1440,Squirrel: a switching hyperparameter optimizer,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 5 datasets",
1111,,622,HAMLET: a hierarchical agent-based machine learning platform,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1112,,252,Constructing Confidence Intervals for'the'Generalization Error--a Comprehensive Benchmark Study,2025.0,Yes,Yes,Yes,"BB, SF",Yes,,Yes,"CC-18, CTR-23",No,,Yes,not detailed,No,,No,,No,,arxiv,
1113,,882,Data budgeting for machine learning,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 330 datasets",
1114,,195,Accelerating reproducible research in computational sciences,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"master thesis, mentions OpenML",Yes
1115,,436,TabFlex: Scaling Tabular Learning to Millions with Linear Attention,2024.0,Yes,Yes,Yes,AM,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,workshop paper,
1116,,1569,Meta-Learning Priors from Limited Data: From Theory to Practice,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"doctoral thesis, uses 38 datasets",Yes
1117,,27,MLSea: A Semantic Layer for Discoverable Machine Learning,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,collects metadata from OpenML for the software,No,,software,
1118,,629,Построения наборов данных для задачи бинарной классификации по их характеристическому описанию,2017.0,Yes,No,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 640 datasets,
1119,,998,Unlocking the transferability of tokens in deep models for tabular data,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 2 datasets",
1120,,673,Mrmr+ and Cfs+ feature selection algorithms for high-dimensional data,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 9 datasets,
1121,,1024,Are All Training Data Useful? A Empirical Revisit of Subset Selection in Bayesian Optimization,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"workshop paper, uses 3 datasets",
1122,,1316,Pairwise Difference Learning for Classification,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 99 datasets",
1123,,1417,The pitfalls of competitions,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,presentation NOT mentioning OpenML,
1124,,344,Information losses in neural classifiers from sampling,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 4 datasets,
1125,,1624,"When are deep networks really better than decision forests at small sample sizes, and how?",2021.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,Yes,OpenML python package,No,,arxiv,
1126,,1676,A unified framework for assessing energy efficiency of machine learning,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1127,,1625,Self-Optimizing Random Forests,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"workshop paper, uses 96 datasets",
1128,,1649,Multi-objective hyperparameter tuning and feature selection using filter ensembles,2020.0,Yes,Yes,Yes,BB,Yes,,No,,No,,No,,No,,No,,No,,uses 14 datasets,
1129,,309,DSLE: a smart platform for designing data science competitions,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1130,,271,Package 'diversityForest',2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"software, uses 3 datasets",
1131,,643,RECAL: Sample-Relation Guided Confidence Calibration over Tabular Data,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1132,,166,Materialization and reuse optimizations for machine learning workloads,2022.0,Yes,Yes,No,,No,,No,,Yes,"In the OpenML workloads, we extracted 2000 runs of scikit-learn pipelines for Task 31 from the OpenML platform [27]. The dataset is small, and the total size of the artifacts after executing the 2000 runs is 1.5 GB. We use the OpenML workloads to show the effects of the model quality on materialization and model warmstarting on run time.",No,,No,,No,,No,,doctoral thesis,Yes
1133,,935,Cyber Diversity Index for Autonomous Anomaly Management,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"mentions OpenML, mentions other paper using OpenML dataset",
1134,,755,Erweiterung eines AutoML-Frameworks zur Optimierung der Datenvorverarbeitung in Ensembles für ungleich verteilte Klassen,2024.0,Yes,No,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 8 datasets,
1135,,248,Hubness reduction improves clustering and trajectory inference in single-cell transcriptomic data,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 500 datasets,
1136,,118,RETRACTED: Research on pre-competition emotion recognition of student athletes based on improved machine learning,,No,,,,,,,,,,,,,,,,,,fake citation of OpenML,
1137,,365,Regularized target encoding outperforms traditional methods in supervised machine learning with high cardinality features,2022.0,Yes,Yes,Yes,BB,Yes,,No,,No,,No,,No,,No,,No,,uses 24 datasets,
1138,,1080,When ai difficulty is easy: The explanatory power of predicting irt difficulty,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,Yes,extracts metadata,No,,mentions OpenML,
1139,,1448,Interpretable feature subset selection: A Shapley value based approach,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1140,,150,On characterizing the capacity of neural networks using algebraic topology,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 5 datasets,
1141,,996,"Codabench: Flexible, Easy-to-Use and Reproducible Benchmarking Platform",2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"submission to patterns, mentions OpenML in comparison",
1142,,336,TGT: a novel adversarial guided oversampling technique for handling imbalanced datasets,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 5 datasets,
1143,,990,Dynamic Connected Neural Decision Classifier and Regressor with Dynamic Softing Pruning,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"workshop paper, not properly cited",
1144,,305,"<svg class=""gs_fsvg"" aria-label=""p"" width=""9px"" height=""11px"" style=""vertical-align:-4px;""><g transform=""matrix(0.01800, 0.00000, 0.00000, 0.01800, 0.00000, 7.95600)""><path transform=""scale(0.48828, -0.48828)"" d=""M -51 -397 Q -70 -397 -70 -371 Q -63 -326 -43 -326 Q 21 -326 46 -315 T 86 -256 L 317 666 Q 332 704 332 764 Q 332 852 272 852 Q 208 852 177 775 T 117 582 Q 117 569 100 569 H 76 Q 71 569 65 576 T 59 590 Q 81 679 101 741 T 165 854 T 274 905 Q 344 905 397 865 T 465 758 Q 521 823 589 864 T 729 905 Q 815 905 878 859 T 974 738 T 1006 578 Q 1006 446 938 305 T 755 70 T 508 -23 Q 448 -23 399 11 T 324 100 L 231 -264 Q 226 -294 225 -299 Q 225 -326 360 -326 Q 381 -326 381 -352 Q 374 -379 369 -388 T 346 -397 H -51 Z M 510 31 Q 581 31 642 89 T 741 221 Q 769 276 793 355 T 836 525 T 854 668 Q 854 715 841 756 T 800 824 T 725 852 Q 650 852 583 798 T 463 666 V 659 L 350 207 Q 364 134 404 82 T 510 31 Z ""></path></g></svg>-value Adjustment for Monotonous, Unbiased, and Fast Clustering Comparison",2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1145,,420,TabUnite: Efficient Encoding Schemes for Flow and Diffusion Tabular Generative Models,2025.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1146,,1304,CAST: Cluster-Aware Self-Training for Tabular Data,2024.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,arxiv,
1147,,884,Minimal complexity machines under weight quantization,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 13 datasets,
1148,,421,ForestPrune: compact depth-pruned tree ensembles,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 25 datasets",
1149,,391,Post-contextual-bandit inference,2021.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,"conference paper, uses 57 datasets",
1150,,1718,PyPads: Transparent Machine Learning Experiment Tracking,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1151,,51,GP with a hybrid tree-vector representation for instance selection and symbolic regression on incomplete data,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 3 datasets",
1152,,127,Oneflow: One-class flow for anomaly detection based on a minimal volume region,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1153,,831,Exploration of autoregressive models for in-context learning on tabular data,2024.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,"149 + 30 datasets, workshop paper",
1154,,1167,A Proposal for the Specification of Data Mining Services in Cloud Computing.,2018.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1155,,501,Design principles for lifelong learning AI accelerators,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions OpenML,
1156,,515,Knowledge destillation-Compressing arbitrary learners into a neural net,2020.0,Yes,Yes,No,BB supervisor,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,master thesis,Yes
1157,,408,Simplifying the algorithm selection using reduction of rankings of classification algorithms,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1158,,1128,A genetic programming-based wrapper imputation method for symbolic regression with incomplete data,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1159,,1381,Split incremental clustering algorithm of mixed data stream,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 2 datasets,
1160,,71,The ML data prep zoo: Towards semi-automatic data preparation for ML,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"mentions that they could upload, conference paper",
1161,,1153,Extending Hyperband with Model-Based Sampling Strategies,2018.0,Yes,Yes,No,BB supervisor,Yes,,No,,Yes,compares results with openML leaderboard,No,,No,,No,,No,,master thesis,Yes
1162,,1559,Automatically tracking metadata and provenance of machine learning experiments,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"workshop paper, mentions OpenML",
1163,,1628,The quest for the reliability of machine learning models in binary classification on tabular data,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 21 datasets,
1164,,1413,Concept Accumulation and Gradient-Guided Adaption for continual learning in evolving streaming,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 8 datasets,
1165,,1040,Transferable Neural Processes for Hyperparameter Optimization,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 100 datasets",
1166,,1358,The eXPose approach to crosslier detection,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 20 datasets",
1167,,1386,Stabilization of Dataset Matrix Form for Classification Dataset Generation and Algorithm Selection,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 976 datasets,
